upload,uploads,uploading,uploaded
cleck,clecks,clecking,clecked
dander,danders,dandering,dandered
popularize,popularizes,popularizing,popularized
undertake,undertakes,undertaking,undertook,undertaken
subdue,subdues,subduing,subdued
describe,describes,describing,described
denationalize,denationalizes,denationalizing,denationalized
sheath,sheaths,sheathing,sheathed
impend,impends,impending,impended
confab,confabs,confabbing,confabbed
backstroke,backstrokes,backstroking,backstroked
trample,tramples,trampling,trampled
colly,collies,collying,collied
quadrisect,quadrisects,quadrisecting,quadrisected
poop,poops,pooping,pooped
vaccinate,vaccinates,vaccinating,vaccinated
drift,drifts,drifting,drifted
carpenter,carpenters,carpentering,carpentered
overreact,overreacts,overreacting,overreacted
peal,peals,pealing,pealed
peak,peaks,peaking,peaked
pool,pools,pooling,pooled
assert,asserts,asserting,asserted
dabble,dabbles,dabbling,dabbled
smooch,smooches,smooching,smooched
phonate,phonates,phonating,phonated
untidy,untidies,untidying,untidied
moonlight,moonlights,moonlighting,moonlighted
head-load,head-loads,head-loading,head-loaded,head-loaded
requisition,requisitions,requisitioning,requisitioned
forswear,forswears,forswearing,forswore,forsworn
disentail,disentails,disentailing,disentailed
overwatch,overwatches,overwatching,overwatched
peacock,peacocks,peacocking,peacocked
expatiate,expatiates,expatiating,expatiated
milt,milts,milting,milted
pique,piques,piquing,piqued
bequeath,bequeaths,bequeathing,bequeathed
rock-and-roll,rock-and-rolls,rock-and-rolling,rock-and-rolled,rock-and-rolled
delocalize,delocalizes,delocalizing,delocalized
foreshow,foreshows,foreshowing,foreshowed,foreshown
adhere,adheres,adhering,adhered
obnubilate,obnubilates,obnubilating,obnubilated
carpet,carpets,carpeting,carpeted
speechify,speechifies,speechifying,speechified
disassociate,disassociates,disassociating,disassociated
carbolize,carbolizes,carbolizing,carbolized
insulate,insulates,insulating,insulated
upbuild,upbuilds,upbuilding,upbuilt
foster,fosters,fostering,fostered
spearhead,spearheads,spearheading,spearheaded
solicit,solicits,soliciting,solicited
safety,safeties,safetying,safetied
desiderate,desiderates,desiderating,desiderated
hearken,hearkens,hearkening,hearkened
serrate,serrates,serrating,serrated
parry,parries,parrying,parried
cypher,cyphers,cyphering,cyphered
decide,decides,deciding,decided
holdup
lapidify,lapidifies,lapidifying,lapidified
underperform,underperforms,underperforming,underperformed
curdle,curdles,curdling,curdled
fusillade,fusillades,fusillading,fusilladed
shimmy,shimmies,shimmying,shimmied
plain,plains,plaining,plained
skim,skims,skimming,skimmed
blackout,blackouts,blackouting,blackouted
dunk,dunks,dunking,dunked
fence,fences,fencing,fenced
French-polish,French-polishes,French-polishing,French-polished,French-polished
archaize,archaizes,archaizing,archaized
stigmatize,stigmatizes,stigmatizing,stigmatized
enfeeble,enfeebles,enfeebling,enfeebled
enjoin,enjoins,enjoining,enjoined
hamper,hampers,hampering,hampered
chuckle,chuckles,chuckling,chuckled
mediatize,mediatizes,mediatizing,mediatized
tussle,tussles,tussling,tussled
f^ete,f^etes,f^eting,f^eted,f^eted
lurch,lurches,lurching,lurched
skid,skids,skidding,skidded
overrule,overrules,overruling,overruled
obtund,obtunds,obtunding,obtunded
burglarize,burglarizes,burglarizing,burglarized
pleach,pleaches,pleaching,pleached
loose,looses,loosing,loosed
modify,modifies,modifying,modified
outdistance,outdistances,outdistancing,outdistanced
whine,whines,whining,whined
telecasted,telecasts,telecasting,telecasteded
soldier,soldiers,soldiering,soldiered
amount,amounts,amounting,amounted
obtrude,obtrudes,obtruding,obtruded
invalidate,invalidates,invalidating,invalidated
shuffle,shuffles,shuffling,shuffled
misdemean,misdemeans,misdemeaning,misdemeaned
ask,asks,asking,asked
overpraise,overpraises,overpraising,overpraised
foretoken,foretokens,foretokening,foretokened
aggress,aggresses,aggressing,aggressed
decompound,decompounds,decompounding,decompounded
injure,injures,injuring,injured
generate,generates,generating,generated
enwreath,enwreaths,enwreathing,enwreathed
handfeed,handfeeds,handfeeding,handfed
telepathize,telepathizes,telepathizing,telepathized
coiffure,coiffures,coiffuring,coiffured
erode,erodes,eroding,eroded
decrepitate,decrepitates,decrepitating,decrepitated
splosh,sploshes,sploshing,sploshed
indenture,indentures,indenturing,indentured
excuse,excuses,excusing,excused
hurry,hurries,hurrying,hurried
italicize,italicizes,italicizing,italicized
grill,grills,grilling,grilled
unyoke,unyokes,unyoking,unyoked
titrate,titrates,titrating,titrated
muzz,muzzes,muzzing,muzzed
swash,swashes,swashing,swashed
cowk,cowks,cowking,cowked
transcend,transcends,transcending,transcended
cowl,cowls,cowling,cowled
boycott,boycotts,boycotting,boycotted
henpeck,henpecks,henpecking,henpecked
appose,apposes,apposing,apposed
surcingle,surcingles,surcingling,surcingled
exclude,excludes,excluding,excluded
cornice,cornices,cornicing,corniced
dimidiate,dimidiates,dimidiating,dimidiated
fortress,fortresses,fortressing,fortressed
stymy,stymies,stymying,stymied
thieve,thieves,thieving,thieved
ledger,ledgers,ledgering,ledgered
reject,rejects,rejecting,rejected
gash,gashes,gashing,gashed
slipsheet,slipsheets,slipsheeting,slipsheeted
ladyfy,ladyfies,ladyfying,ladyfied
whirl,whirls,whirling,whirled
sneak,sneaks,sneaking,snuck
keelhaul,keelhauls,keelhauling,keelhauled
offload,offloads,offloading,offloaded
gasp,gasps,gasping,gasped
humbug,humbugs,humbugging,humbugged
criticize,criticizes,criticizing,criticized
deluge,deluges,deluging,deluged
laminate,laminates,laminating,laminated
genuflect,genuflects,genuflecting,genuflected
dread,dreads,dreading,dreaded
decamp,decamps,decamping,decamped
egg,eggs,egging,egged
ding,dings,dinging,dinged
splay,splays,splaying,splayed
help,helps,helping,helped
slouch,slouches,slouching,slouched
soot,soots,sooting,sooted
helm,helms,helming,helmed
expectorate,expectorates,expectorating,expectorated
caseharden,casehardens,casehardening,casehardened
reseat,reseats,reseating,reseated
autoclave,autoclaves,autoclaving,autoclaved
astonish,astonishes,astonishing,astonished
rabble,rabbles,rabbling,rabbled
team,teams,teaming,teamed
flabbergast,flabbergasts,flabbergasting,flabbergasted
fool,fools,fooling,fooled
stiffen,stiffens,stiffening,stiffened
decollate,decollates,decollating,decollated
foot,foots,footing,footed
menstruate,menstruates,menstruating,menstruated
stopper,stoppers,stoppering,stoppered
chamfer,chamfers,chamfering,chamfered
intervene,intervenes,intervening,intervened
fanaticize,fanaticizes,fanaticizing,fanaticized
bless,blesses,blessing,blest,blessed
circularize,circularizes,circularizing,circularized
blest,blests,blesting,blested
oppugn,oppugns,oppugning,oppugned
contextualize,contextualizes,contextualizing,contextualized
transcribe,transcribes,transcribing,transcribed
pamper,pampers,pampering,pampered
trapes,trapesing,trapesed
tighten,tightens,tightening,tightened
deride,derides,deriding,derided
unharness,unharnesses,unharnessing,unharnessed
unlead,unleads,unleading,unleaded
heave,heaves,heaving,hove
feoff,feoffing,feoffed
testify,testifies,testifying,testified
publish,publishes,publishing,published
jolly,jollies,jollying,jollied
equate,equates,equating,equated
desexualize,desexualizes,desexualizing,desexualized
lord,lords,lording,lorded
issue,issues,issuing,issued
outrun,outruns,outrunning,outran,outrun
coinsure,coinsures,coinsuring,coinsured
reck,recks,recking,recked
pun,puns,punning,punned
swob,swobs,swobbing,swobbed
pug,pugs,pugging,pugged
dung,dungs,dunging,dunged
derate,derates,derating,derated
housel,housels,houselling,houselled
reason,reasons,reasoning,reasoned
base,bases,basing,based
dirk,dirks,dirking,dirked
resettle,resettles,resettling,resettled
swop,swops,swopping,swopped
pup,pups,pupping,pupped
bask,basks,basking,basked
bash,bashes,bashing,bashed
dunt,dunts,dunting,dunted
palpebrate,palpebrates,palpebrating,palpebrated
execrate,execrates,execrating,execrated
launch,launches,launching,launched
caption,captions,captioning,captioned
blush,blushes,blushing,blushed
devolve,devolves,devolving,devolved
assign,assigns,assigning,assigned
prevent,prevents,preventing,prevented
chain-stitch,chain-stitches,chain-stitching,chain-stitched,chain-stitched
ingenerate,ingenerates,ingenerating,ingenerated
mist,mists,misting,misted
miss,misses,missing,missed
horse,horses,horsing,horsed
inure,inures,inuring,inured
ostracize,ostracizes,ostracizing,ostracized
blossom,blossoms,blossoming,blossomed
shrinkwrap,shrinkwraps,shrinkwrapping,shrinkwrapped
novelize,novelizes,novelizing,novelized
purvey,purveys,purveying,purveyed
inurn,inurns,inurning,inurned
eddy,eddies,eddying,eddied
station,stations,stationing,stationed
scheme,schemes,scheming,schemed
demystify,demystifies,demystifying,demystified
slosh,sloshes,sloshing,sloshed
underdevelop,underdevelops,underdeveloping,underdeveloped
interplead,interpleads,interpleading,interpled
outrange,outranges,outranging,outranged
waterski,waterskis,waterskiing,waterskied
overdrive,overdrives,overdriving,overdrove,overdriven
dissemble,dissembles,dissembling,dissembled
chainreact,chainreacts,chainreacting,chainreacted
apprentice,apprentices,apprenticing,apprenticed
lament,laments,lamenting,lamented
anticipate,anticipates,anticipating,anticipated
grey,greys,greying,greyed
gree,grees,greeing,greed
obfuscate,obfuscates,obfuscating,obfuscated
kindle,kindles,kindling,kindled
garrison,garrisons,garrisoning,garrisoned
sty,sties,stying,stied
bejewel,bejewels,bejewelling,bejewelled
vitriolize,vitriolizes,vitriolizing,vitriolized
footnote,footnotes,footnoting,footnoted
overstate,overstates,overstating,overstated
controvert,controverts,controverting,controverted
yowl,yowls,yowling,yowled
disbranch,disbranches,disbranching,disbranched
upsweep,upsweeps,upsweeping,upswept
lie,lies,lying,lied
trance,trances,trancing,tranced
cave,caves,caving,caved
classicize,classicizes,classicizing,classicized
camouflage,camouflages,camouflaging,camouflaged
auctioneer,auctioneers,auctioneering,auctioneered
lit,lit
steal,steals,stealing,stolen
lip,lips,lipping,lipped
honeycomb,honeycombs,honeycombing,honeycombed
exsert,exserts,exserting,exserted
quote,quotes,quoting,quoth,quoted
venge,venges,venging,venged
promenade,promenades,promenading,promenaded
plunder,plunders,plundering,plundered
bridle,bridles,bridling,bridled
diversify,diversifies,diversifying,diversified
deflocculate,deflocculates,deflocculating,deflocculated
detoxicate,detoxicates,detoxicating,detoxicated
chronicle,chronicles,chronicling,chronicled
scumble,scumbles,scumbling,scumbled
smoulder,smoulders,smouldering,smouldered
clear,clears,clearing,cleared
cleat,cleats,cleating,cleated
adulate,adulates,adulating,adulated
clean,cleans,cleaning,cleaned
displant,displants,displanting,displanted
blend,blends,blending,blended
counterplot,counterplots,counterplotting,counterplotted
ennoble,ennobles,ennobling,ennobled
tincture,tinctures,tincturing,tinctured
flicker,flickers,flickering,flickered
testmarket,testmarkets,testmarketing,testmarketed
booze,boozes,boozing,boozed
crayon,crayons,crayoning,crayoned
illegalize,illegalizes,illegalizing,illegalized
sheave,sheaving,sheaved
acidulate,acidulates,acidulating,acidulated
inlace,inlaces,inlacing,inlaced
copyright,copyrights,copyrighting,copyrighted
undersell,undersells,underselling,undersold
circle,circles,circling,circled
waterproof,waterproofs,waterproofing,waterproofed
outlast,outlasts,outlasting,outlasted
bellyache,bellyaches',belly-aching,bellyached,belly-ached
strut,struts,strutting,strutted
bedew,bedews,bedewing,bedewed
strum,strums,strumming,strummed
intensify,intensifies,intensifying,intensified
fluff,fluffs,fluffing,fluffed
immerse,immerses,immersing,immersed
withe,withes,withing,withed
lipread,lipreads,lipreading,lipread
perfume,perfumes,perfuming,perfumed
unsaddle,unsaddles,unsaddling,unsaddled
rejig,rejigs,rejigging,rejigged
geld,gelds,gelding,gelt
meld,melds,melding,melded
carnify,carnifies,carnifying,carnified
dissertate,dissertates,dissertating,dissertated
cramp,cramps,cramping,cramped
backtrack,backtracks,backtracking,backtracked
crackle,crackles,crackling,crackled
plough,ploughs,ploughing,ploughed
culture,cultures,culturing,cultured
venerate,venerates,venerating,venerated
close,closes,closing,closed
despatch,despatches,despatching,despatched
introject,introjects,introjecting,introjected
bifurcate,bifurcates,bifurcating,bifurcated
pepsinate,pepsinates,pepsinating,pepsinated
podzolize,podzolizes,podzolizing,podzolized
throve,throves,throving,throved
wow,wows,wowing,wowed
wail,wails,wailing,wailed
woo,woos,wooing,wooed
premeditate,premeditates,premeditating,premeditated
checkmate,checkmates,checkmating,checkmated
delouse,delouses,delousing,deloused
philander,philanders,philandering,philandered
vitalize,vitalizes,vitalizing,vitalized
piss,pisses,pissing,pissed
backfill,backfills,backfilling,backfilled
conjoin,conjoins,conjoining,conjoined
spray,sprays,spraying,sprayed
aggrieve,aggrieves,aggrieving,aggrieved
distinguish,distinguishes,distinguishing,distinguished
dally,dallies,dallying,dallied
league,leagues,leaguing,leagued
delimitate,delimits,delimiting,delimited
suspire,suspires,suspiring,suspired
buzz,buzzes,buzzing,buzzed
vault,vaults,vaulting,vaulted
stargaze,stargazes,stargazing,stargazed
secrete,secretes,secreting,secreted
oversleep,oversleeps,oversleeping,overslept
liken,likens,likening,likened
rebate,rebates,rebating,rebated
mumble,mumbles,mumbling,mumbled
arrest,arrests,arresting,arrested
stamp,stamps,stamping,stamped
damp,damps,damping,damped
bobsleigh,bobsleighs,bobsleighing,bobsleighed
reciprocate,reciprocates,reciprocating,reciprocated
damn,damns,damning,damned
mutiny,mutinies,mutinying,mutinied
threaten,threatens,threatening,threatened
empty,empties,emptying,emptied
dialogue,dialogues,dialoguing,dialogued
regroup,regroups,regrouping,regrouped
liven,livens,livening,livened
hoodoo,hoodoos,hoodooing,hoodooed
crack,cracks,cracking,cracked
misconceive,misconceives,misconceiving,misconceived
deter,deters,deterring,deterred
bight,bights,bighting,bighted
panegyrize,panegyrizes,panegyrizing,panegyrized
hobnob,hobnobs,hobnobbing,hobnobbed
furrow,furrows,furrowing,furrowed
loom,looms,looming,loomed
overplay,overplays,overplaying,overplayed
look,looks,looking,looked
disport,disports,disporting,disported
pace,paces,pacing,paced
infamize,infamizes,infamizing,infamized
match,matches,matching,matched
deplane,deplanes,deplaning,deplaned
immaterialize,immaterializes,immaterializing,immaterialized
fleet,fleets,fleeting,fleeted
loot,loots,looting,looted
guide,guides,guiding,guided
loop,loops,looping,looped
fleer,fleers,fleering,fleered
consociate,consociates,consociating,consociated
sluice,sluices,sluicing,sluiced
ready,readies,readying,readied
sharecrop,sharecrops,sharecropping,sharecropped
etherize,etherizes,etherizing,etherized
grant,grants,granting,granted
fluorinate,fluorinates,fluorinating,fluorinated
refocuse,refocuses,refocusing,refocused
belong,belongs,belonging,belonged
discredit,discredits,discrediting,discredited
shag,shags,shagging,shagged
vermiculate,vermiculates,vermiculating,vermiculated
conflict,conflicts,conflicting,conflicted
sham,shams,shamming,shammed
banter,banters,bantering,bantered
overweight,overweights,overweighting,overweighted
censure,censures,censuring,censured
spiritualize,spiritualizes,spiritualizing,spiritualized
bellyland,bellylands,bellylanding,bellylanded
racemize,racemizes,racemizing,racemized
infibulate,infibulates,infibulating,infibulated
vitriol,vitriols,vitrioling,vitrioled
